nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;motVedette;hwd;pronSampa;pronIpa;pronPos
4;sŏlĭʹdĭty;L.;;;n.;55.0;198;solidity;solidity;s @ l I 4 @ 4 i:;səlɪɾəɾiː;noun
4;sōlĭʹlŏquy;L.;;;n.;57.0;198;soliloquy;soliloquy;s @ l I l @ k w i:;səlɪləkwiː;noun
4;ſoʹlĭtāry;L.;;;a.;59.0;198;solitary;solitary;s A l @ t E r\ i:;sɑlətɛɹiː;adjective
3;sŏʹlĭtūde;L.;;;n.;60.0;198;solitude;solitude;s A l @ t u d;sɑlətud;noun
2;sōʹlo;;;;n.;66.0;198;solo;solo;s @U l @U;soʊloʊ;noun
2;sŏʹlſtĭce;L.;;;n.;67.0;198;solstice;solstice;s O: l s t i s;sOːlstis;noun
3;sŏʹlvable;;;;a.;69.0;198;solvable;solvable;s A l v @ b @ l;sɑlvəbəl;adjective
3;ſoʹluble;;;;a.;70.0;198;soluble;soluble;s A l j @ b @ l;sɑljəbəl;adjective
1;sŏlve;L.;;;v.;71.0;198;solve;solve;s A l v;sɑlv;verb
2;sŏʹlvent;L.;;;n.;72.0;198;solvent;solvent;s A l v @ n t;sɑlvənt;noun
4;ſolūʹtion;;;;n.;73.0;198;solution;solution;s @ l u S @ n;səluʃən;noun
2;sŏʹmmer;;;;n.;3.0;199;sommer;sommer;s V m 3:r;sʌmɜ:r;noun
1;sŏn;;;;n.;6.0;199;son;son;s V n;sʌn;noun
3;ſonăʹtā;;;;n.;7.0;199;sonata;sonata;s @ n A 4 @;sənɑɾə;noun
1;sŏng;;;;n.;8.0;199;song;song;s O: N;sOːŋ;noun
2;sŏʹnnet;;;;n.;10.0;199;sonnet;sonnet;s A n i t;sɑnit;noun
3;sŏnŏʹr_o_us;L.;;;a.;11.0;199;sonorous;sonorous;s A n 3:r @ s;sɑnɜ:rəs;adjective
1;ſoot;;;;n.;13.0;199;soot;soot;s U t;sʊt;noun
2;ſooʹty;;;;a.;17.0;199;sooty;sooty;s u 4 i:;suɾiː;adjective
1;ſop;;;;n.;18.0;199;sop;sop;s A p;sɑp;noun
1;ſope;;;;n.;19.0;199;sope;sope;s @U p;soʊp;noun
3;sŏʹrcĕrĕr;;;;n.;27.0;199;sorcerer;sorcerer;s O: r\ s 3:r 3:r;sOːɹsɜ:rɜ:r;noun
3;sŏʹrcĕry;;;;n.;29.0;199;sorcery;sorcery;s O: r\ s 3:r i:;sOːɹsɜ:riː;noun
2;sŏʹrdid;L.;;;a.;30.0;199;sordid;sordid;s O: r\ 4 @ d;sOːɹɾəd;adjective
1;sōre;;;;a.;32.0;199;sore;sore;s O: r\;sOːɹ;adjective
2;sōʹr_e_ly;;;;p.;33.0;199;sorely;sorely;s O: r\ l i:;sOːɹliː;pronoun
2;sŏʹrel;;;;n.;34.0;199;sorel;sorel;s O: r\ @ l;sOːɹəl;noun
1;sŏʹrrel;;;;n.;35.0;199;sorrel;sorrel;s O: r\ @ l;sOːɹəl;noun
2;sŏʹrro_w_;;;;n.;36.0;199;sorrow;sorrow;s A r\ @U;sɑɹoʊ;noun
3;sŏrro_w_ful;;nbSyll>1 et pas d'accent tonic;;a.;37.0;199;sorrowful;sorrowful;s A r\ @U f @ l;sɑɹoʊfəl;adjective
1;sŏʹrry;;;;a.;38.0;199;sorry;sorry;s A r\ i:;sɑɹiː;adjective
1;sŏrt;;;;n.;39.0;199;sort;sort;s O: r\ t;sOːɹt;noun
3;sŏʹvĕreign;F.;;;n.;43.0;199;sovereign;sovereign;s A v r\ @ n;sɑvɹən;noun
4;sŏʹvĕrei_g_nty;;;;n.;44.0;199;sovereignty;sovereignty;s A v r\ @ n t i:;sɑvɹəntiː;noun
1;ſo_ugh_t;;;;a.;45.0;199;sought;sought;s O: t;sOːt;adjective
1;ſoul;;;;n.;46.0;199;soul;soul;s @U l;soʊl;noun
1;ſo_w_;;;;n.;55.0;199;sow;sow;s aU;s?;noun
1;ſpāce;L.;;;n.;56.0;199;space;space;s p eI s;sp?s;noun
3;ſpāʹcĭ_o_us;;;;a.;57.0;199;spacious;spacious;s p eI S @ s;sp?ʃəs;adjective
1;ſpāde;;;;n.;58.0;199;spade;spade;s p eI d;sp?d;noun
1;ſpāʹke;;;;n.;61.0;199;spake;spake;s p eI k;sp?k;noun
1;ſpăn;;;;n.;63.0;199;span;span;s p { n;spæn;noun
2;ſpăʹngled;;;;a.;64.0;199;spangled;spangled;s p { N g @ l d;spæŋgəld;adjective
3;ſpăʹnĭel;;;;n.;66.0;199;spaniel;spaniel;s p { n j @ l;spænjəl;noun
2;ſpăʹniſh;;;;a.;67.0;199;spanish;spanish;s p { n i S;spæniʃ;adjective
1;ſpănk;;;;n.;68.0;199;spank;spank;s p { N k;spæŋk;noun
1;ſpăr;;;;n.;69.0;199;spar;spar;s p A r\;spɑɹ;noun
1;ſpāre;;;;a.;70.0;199;spare;spare;s p E r\;spɛɹ;adjective
1;ſpărk;;;;n.;72.0;199;spark;spark;s p A r\ k;spɑɹk;noun
2;ſpăʹrkle;;;;v.;74.0;199;sparkle;sparkle;s p A r\ k @ l;spɑɹkəl;verb
2;ſpăʹrring;;;;n.;2.0;200;sparring;sparring;s p A r\ i N;spɑɹiŋ;noun
2;ſpăʹrro_w_;;;;n.;3.0;200;sparrow;sparrow;s p E r\ @U;spɛɹoʊ;noun
1;ſpăt;;;;n.;6.0;200;spat;spat;s p { t;spæt;noun
2;ſpăʹtt_e_r;;;;v.;8.0;200;spatter;spatter;s p { 4 3:r;spæɾɜ:r;verb
3;ſpāʹtūlā;;;;n.;10.0;200;spatula;spatula;s p { tS U l @;spæ?ʊlə;noun
1;ſpaw;;;;n.;12.0;200;spaw;spaw;s p O:;spOː;noun
1;ſpawn;;;;n.;14.0;200;spawn;spawn;s p A n;spɑn;noun
1;ſpeak;;;;v.;16.0;200;speak;speak;s p i: k;spiːk;verb
1;ſpear;;;;n.;17.0;200;spear;spear;s p I r\;spɪɹ;noun
3;ſpĕʹcĭal;L.;;;a.;19.0;200;special;special;s p E S @ l;spɛʃəl;adjective
5;ſpĕcĭaʹlĭty;;;;n.;20.0;200;speciality;speciality;s p E S i: { l i 4 i:;spɛʃiːæliɾiː;noun
3;ſpĕʹcĭes;;;;n.;22.0;200;species;species;s p i: S i: z;spiːʃiːz;noun
3;ſpĕcĭʹfĭc;L.;;;a.;23.0;200;specific;specific;s p @ s I f i k;spəsɪfik;adjective
3;ſpĕʹcĭfy;L.;;;v.;24.0;200;specify;specify;s p E s @ f aI;spɛsəf?;verb
3;ſpĕʹcĭmen;L.;;;n.;25.0;200;specimen;specimen;s p E s @ m @ n;spɛsəmən;noun
3;ſpĕʹcĭ_o_us;L.;;;a.;26.0;200;specious;specious;s p i: S @ s;spiːʃəs;adjective
1;ſpeck;;;;n.;27.0;200;speck;speck;s p E k;spɛk;noun
2;ſpĕʹckled;;;;a.;28.0;200;speckled;speckled;s p E k @ l d;spɛkəld;adjective
3;ſpĕʹctăcle;;;;n.;29.0;200;spectacle;spectacle;s p E k t @ k @ l;spɛktəkəl;noun
3;ſpĕʹctăcles;;;;n.;30.0;200;spectacles;spectacles;s p E k t @ k @ l z;spɛktəkəlz;noun
3;ſpĕctāʹtor;L.;;;n.;31.0;200;spectator;spectator;s p E k t eI 4 3:r;spɛkt?ɾɜ:r;noun
2;ſpĕʹctre;L.;;;n.;32.0;200;spectre;spectre;s p E k t 3:r;spɛktɜ:r;noun
5;ſpĕcūlāʹtion;;;;n.;33.0;200;speculation;speculation;s p E k j @ l eI S @ n;spɛkjəl?ʃən;noun
4;ſpĕʹcŭlative;;;;a.;34.0;200;speculative;speculative;s p E k j @ l @ 4 i v;spɛkjələɾiv;adjective
1;ſpeech;;;;n.;36.0;200;speech;speech;s p i: tS;spiː?;noun
2;ſpeeʹchleſs;;;;a.;37.0;200;speechless;speechless;s p i: tS l @ s;spiː?ləs;adjective
1;ſpeed;;;;n.;38.0;200;speed;speed;s p i: d;spiːd;noun
2;ſpeeʹdy;;;;a.;39.0;200;speedy;speedy;s p i: 4 i:;spiːɾiː;adjective
1;ſpĕll;;;;n.;40.0;200;spell;spell;s p E l;spɛl;noun
1;ſpĕnd;;;;v.;42.0;200;spend;spend;s p E n d;spɛnd;verb
1;ſpĕrm;G.;;;n.;44.0;200;sperm;sperm;s p 3:r m;spɜ:rm;noun
1;ſpew;;;;v.;46.0;200;spew;spew;s p j u;spju;verb
1;ſphēre;G.;;;n.;47.0;200;sphere;sphere;s f I r\;sfɪɹ;noun
3;ſphēʹrĭcal;;;;a.;48.0;200;spherical;spherical;s f E r\ i k @ l;sfɛɹikəl;adjective
2;ſphēroiʹd;G.;;;n.;49.0;200;spheroid;spheroid;s f I r\ OI d;sfɪɹ?d;noun
1;ſpīce;;;;n.;53.0;200;spice;spice;s p aI s;sp?s;noun
2;ſpīʹcy;;;;a.;55.0;200;spicy;spicy;s p aI s i:;sp?siː;adjective
2;ſpīʹd_e_r;;;;n.;56.0;200;spider;spider;s p aI 4 3:r;sp?ɾɜ:r;noun
1;ſpīke;;;;n.;59.0;200;spike;spike;s p aI k;sp?k;noun
1;ſpĭll;;;;v.;61.0;200;spill;spill;s p I l;spɪl;verb
1;ſpĭn;;;;v.;62.0;200;spin;spin;s p I n;spɪn;verb
2;ſpĭʹndle;;;;n.;64.0;200;spindle;spindle;s p I n d @ l;spɪndəl;noun
1;ſpīne;;;;n.;65.0;200;spine;spine;s p aI n;sp?n;noun
1;ſpĭnk;;;;n.;68.0;200;spink;spink;s p I N k;spɪŋk;noun
2;ſpĭʹnſt_e_r;;;;n.;69.0;200;spinster;spinster;s p I n s t 3:r;spɪnstɜ:r;noun
2;ſpīʹral;;;;a.;70.0;200;spiral;spiral;s p aI r\ @ l;sp?ɹəl;adjective
1;ſpīre;;;;n.;71.0;200;spire;spire;s p aI r\;sp?ɹ;noun
2;ſpĭʹrit;L.;;;n.;72.0;200;spirit;spirit;s p I r\ @ t;spɪɹət;noun
2;ſpĭʹrit;;;;v.;6.0;201;spirit;spirit;s p I r\ @ t;spɪɹət;verb
4;ſpĭʹrĭtū_o_us;;;;a.;73.0;200;spirituous;spirituous;s p I r\ i tS @ w @ s;spɪɹi?əwəs;adjective
4;ſpĭʹrĭtūal;;;;a.;2.0;201;spiritual;spiritual;s p I r\ i tS @ w @ l;spɪɹi?əwəl;adjective
6;ſpĭrĭtūāʹlĭty;L.;;;n.;4.0;201;spirituality;spirituality;s p I r\ i tS @ w { l @ 4 i:;spɪɹi?əwæləɾiː;noun
1;ſpĭt;;;;v.;9.0;201;spit;spit;s p I t;spɪt;verb
1;ſpīte;L.;;;n.;10.0;201;spite;spite;s p aI t;sp?t;noun
2;ſpīʹt_e_ful;;;;a.;11.0;201;spiteful;spiteful;s p aI t f @ l;sp?tfəl;adjective
2;ſpĭʹttle;;;;n.;14.0;201;spittle;spittle;s p I 4 @ l;spɪɾəl;noun
1;ſplăſh;;;;v.;15.0;201;splash;splash;s p l { S;splæʃ;verb
2;ſplăʹſhy;;;;a.;16.0;201;splashy;splashy;s p l { S i:;splæʃiː;adjective
1;ſpleen;G.;;;n.;18.0;201;spleen;spleen;s p l i: n;spliːn;noun
2;ſplĕʹndid;L.;;;a.;19.0;201;splendid;splendid;s p l E n d @ d;splɛndəd;adjective
2;ſplĕʹndo_u_r;;;;n.;20.0;201;splendour;splendour;s p l E n d 3:r;splɛndɜ:r;noun
1;ſplīce;;;;v.;23.0;201;splice;splice;s p l aI s;spl?s;verb
2;ſplʹĭnt_e_r;;;;n.;24.0;201;splinter;splinter;s p l I n t 3:r;splɪntɜ:r;noun
1;ſplĭt;;;;v.;25.0;201;split;split;s p l I t;splɪt;verb
1;ſpoil;;;;v.;26.0;201;spoil;spoil;s p OI l;sp?l;verb
1;ſpōkes;;;;n.;27.0;201;spokes;spokes;s p @U k s;spoʊks;noun
4;ſpŏntāʹne_o_us;L.;;;a.;32.0;201;spontaneous;spontaneous;s p A n t eI n i: @ s;spɑnt?niːəs;adjective
1;ſpoon;;;;n.;33.0;201;spoon;spoon;s p u n;spun;noun
1;ſpŏrt;;;;n.;34.0;201;sport;sport;s p O: r\ t;spOːɹt;noun
1;ſpŏt;;;;n.;36.0;201;spot;spot;s p A t;spɑt;noun
2;ſpŏʹtleſs;;;;a.;37.0;201;spotless;spotless;s p A t l @ s;spɑtləs;adjective
1;ſprain;;;;v.;41.0;201;sprain;sprain;s p r\ eI n;spɹ?n;verb
1;ſprawl;;;;v.;43.0;201;sprawl;sprawl;s p r\ O: l;spɹOːl;verb
1;ſpray;;;;n.;44.0;201;spray;spray;s p r\ eI;spɹ?;noun
1;ſpread;;;;v.;45.0;201;spread;spread;s p r\ E d;spɹɛd;verb
2;ſprīʹ_gh_tly;;;;a.;48.0;201;sprightly;sprightly;s p r\ aI t l i:;spɹ?tliː;adjective
1;ſpring;;;;n.;49.0;201;spring;spring;s p r\ I N;spɹɪŋ;noun
2;ſprĭʹngy;;;;a.;51.0;201;springy;springy;s p r\ I N i:;spɹɪŋiː;adjective
2;ſprĭʹnkle;;;;v.;52.0;201;sprinkle;sprinkle;s p r\ I N k @ l;spɹɪŋkəl;verb
1;ſpŭr;;;;n.;59.0;201;spur;spur;s p 3:r;spɜ:r;noun
1;ſpŭrge;;;;n.;60.0;201;spurge;spurge;s p 3:r dZ;spɜ:r?;noun
2;ſpūʹrĭ_o_us;;;;a.;61.0;201;spurious;spurious;s p j U r\ i: @ s;spjʊɹiːəs;adjective
1;ſpŭrn;;;;v.;62.0;201;spurn;spurn;s p 3:r n;spɜ:rn;verb
1;ſpŭrt;;;;n.;63.0;201;spurt;spurt;s p 3:r t;spɜ:rt;noun
1;ſpy;;;;n.;64.0;201;spy;spy;s p aI;sp?;noun
1;ſquăb;;;;n.;65.0;201;squab;squab;s k w A b;skwɑb;noun
2;ſquăʹbble;;;;n.;66.0;201;squabble;squabble;s k w A b @ l;skwɑbəl;noun
2;ſquaʹdron;;;;n.;67.0;201;squadron;squadron;s k w A d r\ @ n;skwɑdɹən;noun
2;ſquaʹlid;;;;a.;68.0;201;squalid;squalid;s k w A l @ d;skwɑləd;adjective
1;ſquall;;;;n.;69.0;201;squall;squall;s k w O: l;skwOːl;noun
2;ſquăʹnd_e_r;;;;v.;70.0;201;squander;squander;s k w A n d 3:r;skwɑndɜ:r;verb
1;ſquāre;;;;n.;71.0;201;square;square;s k w E r\;skwɛɹ;noun
1;ſquăſh;;;;v.;72.0;201;squash;squash;s k w A S;skwɑʃ;verb
1;ſquăt;;;;v.;73.0;201;squat;squat;s k w A t;skwɑt;verb
1;ſqueak;;;;v.;2.0;202;squeak;squeak;s k w i: k;skwiːk;verb
1;ſqueal;;;;v.;3.0;202;squeal;squeal;s k w i: l;skwiːl;verb
2;ſqueaʹmiſh;;;;a.;4.0;202;squeamish;squeamish;s k w i: m i S;skwiːmiʃ;adjective
1;ſqueeze;;;;v.;5.0;202;squeeze;squeeze;s k w i: z;skwiːz;verb
1;ſquĭnt;;;;v.;7.0;202;squint;squint;s k w I n t;skwɪnt;verb
2;ſquĭʹrrel;;;;n.;8.0;202;squirrel;squirrel;s k w 3:r @ l;skwɜ:rəl;noun
1;ſquĭrt;;;;v.;9.0;202;squirt;squirt;s k w 3:r t;skwɜ:rt;verb
1;ſtăb;;;;v.;10.0;202;stab;stab;s t { b;stæb;verb
4;ſtăbĭʹlĭty;L.;;;n.;11.0;202;stability;stability;s t @ b I l i 4 i:;stəbɪliɾiː;noun
2;ſtāʹble;L.;;;a.;12.0;202;stable;stable;s t eI b @ l;st?bəl;adjective
1;ſtăck;;;;n.;13.0;202;stack;stack;s t { k;stæk;noun
1;ſtăg;;;;n.;15.0;202;stag;stag;s t { g;stæg;noun
1;ſtāge;;;;n.;16.0;202;stage;stage;s t eI dZ;st??;noun
2;ſtăʹgg_e_r;;;;v.;17.0;202;stagger;stagger;s t { g 3:r;stægɜ:r;verb
2;ſtăʹgnănt;F.;;;a.;20.0;202;stagnant;stagnant;s t { g n @ n t;stægnənt;adjective
2;ſtăʹgnāte;L.;;;v.;21.0;202;stagnate;stagnate;s t { g n eI t;stægn?t;verb
1;ſtaid;;;;a.;22.0;202;staid;staid;s t eI d;st?d;adjective
1;ſtain;;;;v.;23.0;202;stain;stain;s t eI n;st?n;verb
1;ſtairs;;;;n.;24.0;202;stairs;stairs;s t E r\ z;stɛɹz;noun
1;ſtāke;;;;n.;25.0;202;stake;stake;s t eI k;st?k;noun
1;ſtāle;;;;n.;26.0;202;stale;stale;s t eI l;st?l;noun
1;ſtalk;;;;n.;27.0;202;stalk;stalk;s t O: k;stOːk;noun
1;ſtall;;;;n.;28.0;202;stall;stall;s t O: l;stOːl;noun
3;ſtaʹllĭon;;;;n.;30.0;202;stallion;stallion;s t { l j @ n;stæljən;noun
3;ſtăʹmĭnā;L.;;;n.;31.0;202;stamina;stamina;s t { m @ n @;stæmənə;noun
2;ſtăʹmm_e_r;;;;v.;33.0;202;stammer;stammer;s t { m 3:r;stæmɜ:r;verb
1;ſtămp;;;;v.;34.0;202;stamp;stamp;s t { m p;stæmp;verb
1;ſtănch;;;;v.;35.0;202;stanch;stanch;s t { n tS;stæn?;verb
1;ſtănd;;;;n.;37.0;202;stand;stand;s t { n d;stænd;noun
3;ſtăʹndărd;;;;n.;38.0;202;standard;standard;s t { n d 3:r d;stændɜ:rd;noun
2;ſtăʹndiſh;;;;n.;39.0;202;standish;standish;s t { n d i S;stændiʃ;noun
2;ſtăʹnzā;;;;n.;42.0;202;stanza;stanza;s t { n z @;stænzə;noun
2;ſtāʹple;;;;n.;43.0;202;staple;staple;s t eI p @ l;st?pəl;noun
1;ſtar;;;;n.;44.0;202;star;star;s t A r\;stɑɹ;noun
1;ſtărch;;;;n.;45.0;202;starch;starch;s t A r\ tS;stɑɹ?;noun
2;ſtăʹrched;;;;a.;46.0;202;starched;starched;s t A r\ tS t;stɑɹ?t;adjective
1;ſtāre;;;;v.;47.0;202;stare;stare;s t E r\;stɛɹ;verb
1;ſtărk;;;;a.;48.0;202;stark;stark;s t A r\ k;stɑɹk;adjective
2;ſtăʹrling;;;;n.;50.0;202;starling;starling;s t A r\ l i N;stɑɹliŋ;noun
2;ſtăʹrry;;;;a.;51.0;202;starry;starry;s t A r\ i:;stɑɹiː;adjective
1;ſtărt;;;;v.;52.0;202;start;start;s t A r\ t;stɑɹt;verb
2;ſtăʹrtle;;;;v.;53.0;202;startle;startle;s t A r\ 4 @ l;stɑɹɾəl;verb
1;ſtărve;;;;v.;54.0;202;starve;starve;s t A r\ v;stɑɹv;verb
1;ſtāte;;;;n.;55.0;202;state;state;s t eI t;st?t;noun
2;ſtāʹt_e_ly;;;;a.;57.0;202;stately;stately;s t eI t l i:;st?tliː;adjective
2;ſtāʹter;;;;n.;58.0;202;stater;stater;s t eI 4 3:r;st?ɾɜ:r;noun
2;ſtāʹt_e_ſmăn;;;;n.;59.0;202;statesman;statesman;s t eI t s m @ n;st?tsmən;noun
2;ſtăʹtics;L.;;;n.;60.0;202;statics;statics;s t { 4 i k s;stæɾiks;noun
3;ſtāʹtion;L.;;;n.;61.0;202;station;station;s t eI S @ n;st?ʃən;noun
5;ſtāʹtionāry;;;;a.;62.0;202;stationary;stationary;s t eI S @ n E r\ i:;st?ʃənɛɹiː;adjective
4;ſtāʹtionĕr;;;;n.;63.0;202;stationer;stationer;s t eI S @ n 3:r;st?ʃənɜ:r;noun
4;ſtăʹtūāry;;;;n.;64.0;202;statuary;statuary;s t { tS u E r\ i:;stæ?uɛɹiː;noun
2;ſtăʹtue;L.;;;n.;65.0;202;statue;statue;s t { tS u;stæ?u;noun
2;ſtăʹtūre;L.;;;n.;66.0;202;stature;stature;s t { tS 3:r;stæ?ɜ:r;noun
2;ſtăʹtūte;L.;;;n.;67.0;202;statute;statute;s t { tS u t;stæ?ut;noun
1;ſtāve;;;;v.;68.0;202;stave;stave;s t eI v;st?v;verb
1;ſtay;;;;v.;70.0;202;stay;stay;s t eI;st?;verb
2;ſtaʹyed;;;;a.;71.0;202;stayed;stayed;s t eI d;st?d;adjective
1;ſtays;;;;n.;72.0;202;stays;stays;s t eI z;st?z;noun
1;ſtead;;;;n.;73.0;202;stead;stead;s t E d;stɛd;noun
2;ſteaʹdfaſt;;;;n.;74.0;202;steadfast;steadfast;s t E d f { s t;stɛdfæst;noun
2;ſteaʹdy;;;;a.;2.0;203;steady;steady;s t E 4 i:;stɛɾiː;adjective
1;ſteak;;;;n.;3.0;203;steak;steak;s t eI k;st?k;noun
1;ſteal;;;;v.;4.0;203;steal;steal;s t i: l;stiːl;verb
1;ſtealth;;;;p.;5.0;203;stealth;stealth;s t E l T;stɛlθ;pronoun
1;ſteam;;;;n.;6.0;203;steam;steam;s t i: m;stiːm;noun
1;ſteed;;;;n.;8.0;203;steed;steed;s t i: d;stiːd;noun
1;ſteel;;;;n.;9.0;203;steel;steel;s t i: l;stiːl;noun
1;ſteen;;;;n.;11.0;203;steen;steen;s t i: n;stiːn;noun
1;ſteep;;;;a.;12.0;203;steep;steep;s t i: p;stiːp;adjective
2;ſteeʹple;;;;n.;13.0;203;steeple;steeple;s t i: p @ l;stiːpəl;noun
1;ſteer;;;;n.;14.0;203;steer;steer;s t I r\;stɪɹ;noun
1;ſtĕm;;;;n.;17.0;203;stem;stem;s t E m;stɛm;noun
1;ſtĕnch;;;;n.;18.0;203;stench;stench;s t E n tS;stɛn?;noun
1;ſtĕp;;;;n.;21.0;203;step;step;s t E p;stɛp;noun
4;ſtĕrĭʹlĭty;;;;n.;26.0;203;sterility;sterility;s t 3:r I l i 4 i:;stɜ:rɪliɾiː;noun
2;ſtĕʹrling;;;;n.;27.0;203;sterling;sterling;s t 3:r l i N;stɜ:rliŋ;noun
1;ſtĕrn;;;;n.;28.0;203;stern;stern;s t 3:r n;stɜ:rn;noun
1;ſtew;;;;n.;30.0;203;stew;stew;s t u;stu;noun
2;ſteʹward;;;;n.;31.0;203;steward;steward;s t u 3:r d;stuɜ:rd;noun
3;ſteʹwardſhip;;;;n.;32.0;203;stewardship;stewardship;s t u 3:r d S I p;stuɜ:rdʃɪp;noun
1;ſtews;;;;n.;33.0;203;stews;stews;s t u z;stuz;noun
1;ſtĭck;;;;n.;35.0;203;stick;stick;s t I k;stɪk;noun
2;ſtĭʹckle;;;;v.;36.0;203;stickle;stickle;s t I k @ l;stɪkəl;verb
2;ſtĭʹcky;;;;a.;37.0;203;sticky;sticky;s t I k i:;stɪkiː;adjective
1;ſtĭff;;;;a.;38.0;203;stiff;stiff;s t I f;stɪf;adjective
2;ſtĭʹff_e_n;;;;a.;40.0;203;stiffen;stiffen;s t I f @ n;stɪfən;adjective
2;ſtĭʹfle;;;;v.;41.0;203;stifle;stifle;s t aI f @ l;st?fəl;verb
3;ſtĭʹgmatīze;;;;v.;42.0;203;stigmatize;stigmatize;s t I g m @ t aI z;stɪgmət?z;verb
1;ſtīle;;;;n.;43.0;203;stile;stile;s t aI l;st?l;noun
1;ſtĭll;;;;n.;44.0;203;still;still;s t I l;stɪl;noun
2;ſtĭʹllneſs;;;;n.;47.0;203;stillness;stillness;s t I l n @ s;stɪlnəs;noun
1;ſtĭlts;;;;n.;48.0;203;stilts;stilts;s t I l t s;stɪlts;noun
3;ſtĭʹmūlāte;;;;v.;49.0;203;stimulate;stimulate;s t I m j @ l eI t;stɪmjəl?t;verb
5;ſtĭmūlāʹtion;L.;;;n.;50.0;203;stimulation;stimulation;s t I m j @ l eI S @ n;stɪmjəl?ʃən;noun
1;ſtĭng;;;;n.;51.0;203;sting;sting;s t I N;stɪŋ;noun
2;ſtĭʹngy;;;;a.;53.0;203;stingy;stingy;s t I n dZ i:;stɪn?iː;adjective
1;ſtĭnk;;;;n.;54.0;203;stink;stink;s t I N k;stɪŋk;noun
1;ſtĭnt;;;;v.;55.0;203;stint;stint;s t I n t;stɪnt;verb
2;ſtĭʹpĕnd;;;;n.;56.0;203;stipend;stipend;s t aI p @ n d;st?pənd;noun
3;ſtĭʹpūlāte;L.;;;v.;59.0;203;stipulate;stipulate;s t I p j @ l eI t;stɪpjəl?t;verb
5;ſtĭpūlāʹtion;L.;;;n.;60.0;203;stipulation;stipulation;s t I p j @ l eI S @ n;stɪpjəl?ʃən;noun
1;ſtĭr;;;;n.;61.0;203;stir;stir;s t 3:r;stɜ:r;noun
2;ſtĭʹrrŭps;;;;n.;62.0;203;stirrups;stirrups;s t 3:r @ p s;stɜ:rəps;noun
1;ſtĭtch;;;;n.;63.0;203;stitch;stitch;s t I tS;stɪ?;noun
2;ſtīʹver;;;;n.;66.0;203;stiver;stiver;s t aI v 3:r;st?vɜ:r;noun
1;ſtŏck;;;;v.;69.0;203;stock;stock;s t A k;stɑk;verb
3;ſtōʹĭcĭſm;;;;n.;71.0;203;stoicism;stoicism;s t @U @ s I z @ m;stoʊəsɪzəm;noun
2;ſtōʹĭcs;;;;n.;72.0;203;stoics;stoics;s t @U i k s;stoʊiks;noun
1;ſtōle;;;;n.;73.0;203;stole;stole;s t @U l;stoʊl;noun
2;ſtŏʹl_e_n;;;;a.;2.0;204;stolen;stolen;s t @U l @ n;stoʊlən;adjective
2;ſtŏʹmăc_h_;;;;n.;4.0;204;stomach;stomach;s t V m @ k;stʌmək;noun
1;ſtone;;;;n.;7.0;204;stone;stone;s t @U n;stoʊn;noun
2;ſtoʹny;;;;n.;8.0;204;stony;stony;s t @U n i:;stoʊniː;noun
1;ſtool;;;;n.;9.0;204;stool;stool;s t u l;stul;noun
1;ſtoop;;;;v.;10.0;204;stoop;stoop;s t u p;stup;verb
1;ſtŏp;;;;n.;11.0;204;stop;stop;s t A p;stɑp;noun
2;ſtŏʹppage;;;;n.;12.0;204;stoppage;stoppage;s t A p i dZ;stɑpi?;noun
2;ſtŏʹpp_e_r;;;;n.;14.0;204;stopper;stopper;s t A p 3:r;stɑpɜ:r;noun
2;ſtōʹrage;;;;n.;15.0;204;storage;storage;s t O: r\ @ dZ;stOːɹə?;noun
1;ſtōre;;;;n.;17.0;204;store;store;s t O: r\;stOːɹ;noun
1;ſtŏrk;;;;n.;18.0;204;stork;stork;s t O: r\ k;stOːɹk;noun
1;ſtŏrm;;;;v.;19.0;204;storm;storm;s t O: r\ m;stOːɹm;verb
2;ſtoʹrmy;;;;a.;20.0;204;stormy;stormy;s t O: r\ m i:;stOːɹmiː;adjective
2;ſtōʹry;;;;n.;21.0;204;story;story;s t O: r\ i:;stOːɹiː;noun
1;ſtove;;;;n.;22.0;204;stove;stove;s t @U v;stoʊv;noun
1;ſtȯẇ;;;;v.;24.0;204;stow;stow;s t @U;stoʊ;verb
2;ſtrăʹddle;;;;v.;26.0;204;straddle;straddle;s t r\ { 4 @ l;stɹæɾəl;verb
2;ſtrăʹggle;;;;v.;27.0;204;straggle;straggle;s t r\ { g @ l;stɹægəl;verb
1;ſtrai_gh_t;;;;a.;28.0;204;straight;straight;s t r\ eI t;stɹ?t;adjective
1;ſtrain;;;;n.;29.0;204;strain;strain;s t r\ eI n;stɹ?n;noun
1;ſtrait;;;;n.;30.0;204;strait;strait;s t r\ eI t;stɹ?t;noun
1;ſtrănd;;;;n.;33.0;204;strand;strand;s t r\ { n d;stɹænd;noun
2;ſtrăʹnded;;;;a.;34.0;204;stranded;stranded;s t r\ { n d @ d;stɹændəd;adjective
1;ſtrānge;;;;a.;35.0;204;strange;strange;s t r\ eI n dZ;stɹ?n?;adjective
2;ſtrāʹnger;;;;n.;36.0;204;stranger;stranger;s t r\ eI n dZ 3:r;stɹ?n?ɜ:r;noun
2;ſtrăngle;L.;nbSyll>1 et pas d'accent tonic;;v.;37.0;204;strangle;strangle;s t r\ { N g @ l;stɹæŋgəl;verb
